"","source.type","pucid","PUC_level1","PUC_level2","PUC_level3","variable","units","dist.type","mean","CV","min.age","max.age","gender"
"782","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"780","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","f.residual","[-]","point",0.01,0,0,99,"B"
"790","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","house.prev","[-]","point",0.43,1,0,99,"B"
"783","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","mass","g","lognormal",2000,1,0,99,"B"
"784","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","use.freq","1/year","lognormal",3,1,0,99,"B"
"786","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","use.prev","[-]","point",0.02,1,0,12,"B"
"787","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","use.prev","[-]","point",0.43,1,13,99,"M"
"788","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","use.prev","[-]","point",0.43,1,13,99,"W"
"781","product","HM.1400.011E","home maintenance","paint/stain and related products","oil-based paint -  exterior","volume","m^3","point",24,0,0,99,"B"
"774","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","duration","minutes","lognormal",210,1,0,99,"B"
"778","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","f.contact","[-]","point",0.0032,0,0,99,"B"
"771","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"769","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","f.residual","[-]","point",0.01,0,0,99,"B"
"779","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","house.prev","[-]","point",0.43,1,0,99,"B"
"772","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","mass","g","lognormal",2000,1,0,99,"B"
"773","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","use.freq","1/year","lognormal",3,1,0,99,"B"
"775","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","use.prev","[-]","point",0.02,1,0,12,"B"
"776","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","use.prev","[-]","point",0.43,1,13,99,"M"
"777","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","use.prev","[-]","point",0.43,1,13,99,"W"
"770","product","HM.1400.012","home maintenance","paint/stain and related products","water-based paint","volume","m^3","point",24,0,0,99,"B"
"6101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","duration","minutes","lognormal",300,1,0,99,"B"
"10101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","f.contact","[-]","point",0.0033,0,0,99,"B"
"3101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"11000","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","f.residual","[-]","point",0.01,0,0,99,"B"
"11101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","house.prev","[-]","point",0.43,1,0,99,"B"
"4100","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","mass","g","lognormal",2700,1,0,99,"B"
"5101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","use.freq","1/year","lognormal",1,1,0,99,"B"
"7101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","use.prev","[-]","point",0.02,1,0,12,"B"
"8101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","use.prev","[-]","point",0.43,1,13,99,"M"
"9101","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","use.prev","[-]","point",0.43,1,13,99,"W"
"2283","product","HM.1400.012.E","home maintenance","paint/stain and related products","water-based paint - exterior","volume","m^3","point",480,0,0,99,"B"
"796","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","duration","minutes","lognormal",210,1,0,99,"B"
"800","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","f.contact","[-]","point",0.0032,0,0,99,"B"
"793","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"791","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","f.residual","[-]","point",0.01,0,0,99,"B"
"801","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","house.prev","[-]","point",0.43,1,0,99,"B"
"794","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","mass","g","lognormal",2000,1,0,99,"B"
"795","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","use.freq","1/year","lognormal",3,1,0,99,"B"
"797","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","use.prev","[-]","point",0.02,1,0,12,"B"
"798","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","use.prev","[-]","point",0.43,1,13,99,"M"
"799","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","use.prev","[-]","point",0.43,1,13,99,"W"
"792","product","HM.1400.012E","home maintenance","paint/stain and related products","water-based paint -  exterior","volume","m^3","point",24,0,0,99,"B"
"807","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","duration","minutes","lognormal",10,1,0,99,"B"
"811","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","f.contact","[-]","point",0.01,0,0,99,"B"
"804","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","f.drain","[-]","uniform",1,0,0,99,"B"
"802","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","f.residual","[-]","point",0.01,0,0,99,"B"
"812","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","house.prev","[-]","point",0.05,1,0,99,"B"
"805","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","mass","g","lognormal",50,1,0,99,"B"
"806","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","use.freq","1/year","lognormal",4,1,0,99,"B"
"808","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","use.prev","[-]","point",0,1,0,12,"B"
"809","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","use.prev","[-]","point",0.05,1,13,99,"M"
"810","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","use.prev","[-]","point",0.05,1,13,99,"W"
"803","product","HM.1400.020","home maintenance","paint/stain and related products","paint cleaner","volume","m^3","point",24,0,0,99,"B"
"818","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","duration","minutes","lognormal",120,1,0,99,"B"
"822","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","f.contact","[-]","point",0.0036,0,0,99,"B"
"815","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"813","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","f.residual","[-]","point",0.01,0,0,99,"B"
"823","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","house.prev","[-]","point",0.01,1,0,99,"B"
"816","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","mass","g","lognormal",1000,1,0,99,"B"
"817","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","use.freq","1/year","lognormal",1,1,0,99,"B"
"819","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","use.prev","[-]","point",0,1,0,12,"B"
"820","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","use.prev","[-]","point",0.01,1,13,99,"M"
"821","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","use.prev","[-]","point",0.01,1,13,99,"W"
"814","product","HM.1400.030","home maintenance","paint/stain and related products","paint texture","volume","m^3","point",24,0,0,99,"B"
"829","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","duration","minutes","lognormal",40,1,0,99,"B"
"833","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","f.contact","[-]","point",0.017,0,0,99,"B"
"826","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"824","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","f.residual","[-]","point",0.01,0,0,99,"B"
"834","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","house.prev","[-]","point",0.36,1,0,99,"B"
"827","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","mass","g","lognormal",30,1,0,99,"B"
"828","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","use.freq","1/year","lognormal",7,1,0,99,"B"
"830","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","use.prev","[-]","point",0,1,0,12,"B"
"831","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","use.prev","[-]","point",0.36,1,13,99,"M"
"832","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","use.prev","[-]","point",0.36,1,13,99,"W"
"825","product","HM.1400.040","home maintenance","paint/stain and related products","paint thinner","volume","m^3","point",24,0,0,99,"B"
"840","product","HM.1400.050","home maintenance","paint/stain and related products","primer","duration","minutes","lognormal",90,1,0,99,"B"
"844","product","HM.1400.050","home maintenance","paint/stain and related products","primer","f.contact","[-]","point",0.00083,0,0,99,"B"
"837","product","HM.1400.050","home maintenance","paint/stain and related products","primer","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
"835","product","HM.1400.050","home maintenance","paint/stain and related products","primer","f.residual","[-]","point",0.01,0,0,99,"B"
"845","product","HM.1400.050","home maintenance","paint/stain and related products","primer","house.prev","[-]","point",0.14,1,0,99,"B"
"838","product","HM.1400.050","home maintenance","paint/stain and related products","primer","mass","g","lognormal",600,1,0,99,"B"
"839","product","HM.1400.050","home maintenance","paint/stain and related products","primer","use.freq","1/year","lognormal",3.5,1,0,99,"B"
"841","product","HM.1400.050","home maintenance","paint/stain and related products","primer","use.prev","[-]","point",0,1,0,12,"B"
"842","product","HM.1400.050","home maintenance","paint/stain and related products","primer","use.prev","[-]","point",0.14,1,13,99,"M"
"843","product","HM.1400.050","home maintenance","paint/stain and related products","primer","use.prev","[-]","point",0.14,1,13,99,"W"
"836","product","HM.1400.050","home maintenance","paint/stain and related products","primer","volume","m^3","point",24,0,0,99,"B"
"6103","product","HM.1400.050.E","home maintenance","paint/stain and related products","primer - exterior","duration","minutes","lognormal",90,1,0,99,"B"
"10103","product","HM.1400.050.E","home maintenance","paint/stain and related products","primer - exterior","f.contact","[-]","point",0.0045,0,0,99,"B"
"3103","product","HM.1400.050.E","home maintenance","paint/stain and related products","primer - exterior","f.drain","[-]","uniform",0.05,0.577350269189626,0,99,"B"
